token	lemma	POS	morph	treated
oï	öir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	oï
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
!	!	PONfrt	MORPH=empty	!
Ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Ge
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
ja	ja	ADVgen	DEGRE=-	ja
mené	mener	VERppe	NOMB.=s|GENRE=m|CAS=r	mené
a	a3	PRE	MORPH=empty	a
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
ostel	ostel	NOMcom	NOMB.=s|GENRE=m|CAS=r	ostel
en	en1	PRE	MORPH=empty	en
ce	ce2	DETdem	NOMB.=s|GENRE=m|CAS=r	ce
marchié	marchié	NOMcom	NOMB.=s|GENRE=m|CAS=r	marchié
chiez	chiés	PRE	NOMB.=p|GENRE=m	chiez
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
borjois	borjois	NOMcom	NOMB.=s|GENRE=m|CAS=r	borjois
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Lors	lors	ADVgen	DEGRE=-	Lors
saut	salir2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	saut
sus	sus	PRE	MORPH=empty	sus
Juglez	jugier	NOMpro	NOMB.=s|GENRE=m|CAS=r	Juglez
demanois	demanois	ADVgen	MORPH=empty	demanois
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
E	en1	CONcoo	MORPH=empty	E
non	nom	NOMcom	MORPH=empty	non
Deu	dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Deu
!	!	PONfrt	MORPH=empty	!
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	la
!	!	PONfrt	MORPH=empty	!
-	-	PONfbl	MORPH=empty	-
Ha	ha	INJ	MORPH=empty	Ha
!	!	PONfrt	MORPH=empty	!
ha	avoir	VERcjg	MORPH=empty	ha
!	!	PONfrt	MORPH=empty	!
Juglet	Juglet	NOMcom	NOMB.=s|GENRE=m|CAS=r	Juglet
,	,	PONfbl	MORPH=empty	,
or	or4	ADVgen	DEGRE=-	or
i	i2	PROadv	MORPH=empty	i
parra	paroir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	parra
,	,	PONfbl	MORPH=empty	,
com	come1	CONsub	MORPH=empty	com
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
saluerez	salüer	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	saluerez
.	.	PONfrt	MORPH=empty	.
Bien	bien1	ADVgen	DEGRE=p	Bien
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
a	a3	PRE	MORPH=empty	a
droit	droit	ADJqua	NOMB.=s|GENRE=m|CAS=r	droit
port	porter	NOMcom	NOMB.=s|GENRE=m|CAS=r	port
arrivez	ariver1	VERppe	NOMB.=s|GENRE=m|CAS=n	arrivez
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
dites	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=p	dites
que	que4	CONsub	MORPH=empty	que
ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	ge
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	l
i	i2	PROadv	MORPH=empty	i
mant	mander	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	mant
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	Cil
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
torne	torner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	torne
de	de	PRE	MORPH=empty	de
maintenant	maintenant	ADVgen	DEGRE=-	maintenant
.	.	PONfrt	MORPH=empty	.
L'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	L
empereres	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n	empereres
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	celui
apele	apeler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	apele
en	en1	PRE	MORPH=empty	en
sus	sus	ADVgen	DEGRE=-	sus
de	de	PRE	MORPH=empty	de
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r	gent
vers	vers2	PRE	MORPH=empty	vers
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
chapele	chapele	NOMcom	NOMB.=s|GENRE=f|CAS=r	chapele
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Nicholin	Nicolan	NOMpro	NOMB.=s|GENRE=m|CAS=n	Nicholin
,	,	PONfbl	MORPH=empty	,
foi	foi	NOMcom	NOMB.=s|GENRE=f|CAS=r	foi
que	que4	PROrel	NOMB.=s|GENRE=f	que
doiz	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	doiz
honor	onor	NOMcom	NOMB.=s|GENRE=m|CAS=r	honor
,	,	PONfbl	MORPH=empty	,
or	or4	ADVgen	DEGRE=-	or
di	dire	VERcjg	MODE=ind|PERS.=2|NOMB.=s	di
,	,	PONfbl	MORPH=empty	,
veïs	vëoir	VERcjg	MODE=ind|PERS.=2|NOMB.=s	veïs
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
seror	seror	NOMcom	NOMB.=s|GENRE=f|CAS=r	seror
?	?	PONfrt	MORPH=empty	?
-	-	PONfbl	MORPH=empty	-
Tesiez	taire	VERcjg	MODE=imp|PERS.=2|NOMB.=p	Tesiez
,	,	PONfbl	MORPH=empty	,
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
ne	ne1	ADVneg	MORPH=empty	ne
dites	dire	VERcjg	MODE=imp|PERS.=2|NOMB.=p	dites
mes	mais1	ADVgen	PERS.=1|CAS=r	mes
!	!	PONfrt	MORPH=empty	!
Nus	nul	DETind	NOMB.=s|GENRE=m|CAS=n	Nus
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	hom
,	,	PONfbl	MORPH=empty	,
s'	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n'	ne1	ADVneg	MORPH=empty	n
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
bien	bien1	ADVgen	DEGRE=p	bien
confés	confès	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	confés
,	,	PONfbl	MORPH=empty	,
ne	ne1	ADVneg	MORPH=empty	ne
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	doit
parler	parler	VERinf	MORPH=empty	parler
de	de	PRE	MORPH=empty	de
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
merveille	merveille	NOMcom	NOMB.=s|GENRE=f|CAS=r	merveille
.	.	PONfrt	MORPH=empty	.
Ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	Ele
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
nee	naistre	VERppe	NOMB.=s|GENRE=f|CAS=n	nee
sanz	sans	PRE	MORPH=empty	sanz
pareille	pareil	NOMcom	NOMB.=s|GENRE=f|CAS=r	pareille
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
beauté	biauté	NOMcom	NOMB.=s|GENRE=f|CAS=r	beauté
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
simplece	simplece	NOMcom	NOMB.=s|GENRE=f|CAS=r	simplece
.	.	PONfrt	MORPH=empty	.
De	de	PRE	MORPH=empty	De
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
beau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	beau
chanter	chanter	NOMcom	MORPH=empty	chanter
par	par2	ADVgen	MORPH=empty	par
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
une	un	DETndf	NOMB.=s|GENRE=f|CAS=n	une
tres	très	ADVgen	DEGRE=-	tres
douce	douz	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	douce
melodie	melodie	NOMcom	NOMB.=s|GENRE=f|CAS=n	melodie
.	.	PONfrt	MORPH=empty	.
Nuls	nul	PROind	NOMB.=s|GENRE=m|CAS=n	Nuls
ne	ne1	ADVneg	MORPH=empty	ne
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
oit	öir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	oit
qu'	que4	CONsub	MORPH=empty	qu
autretel	autretel	ADVgen	GENRE=m|CAS=r	autretel
n'	ne1	ADVneg	MORPH=empty	n
en	en2	PROadv	MORPH=empty	en
die	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	die
.	.	PONfrt	MORPH=empty	.
-	-	PONfbl	MORPH=empty	-
Et	et	CONcoo	MORPH=empty	Et
que	que4	PROint	GENRE=n	que
sez	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	sez
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
?	?	PONfrt	MORPH=empty	?
-	-	PONfbl	MORPH=empty	-
Ge	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Ge
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r	l
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
oïe	öir	VERppe	NOMB.=s|GENRE=f|CAS=r	oïe
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Ne	ne1	ADVneg	MORPH=empty	Ne
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
feri	ferir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	feri
pas	pas	ADVneg	MORPH=empty	pas
lez	lez	PRE	MORPH=empty	lez
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=r	l
oïe	oïe	NOMcom	NOMB.=s|GENRE=f|CAS=r	oïe
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
si	si	ADVgen	DEGRE=-	si
li	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i	li
loe	löer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	loe
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=n	pucele
.	.	PONfrt	MORPH=empty	.
«	«	PONfbl	MORPH=empty	«
Conment	coment1	ADVint	MORPH=empty	Conment
,	,	PONfbl	MORPH=empty	,
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
si	si	ADVgen	DEGRE=-	si
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	bele
?	?	PONfrt	MORPH=empty	?
-	-	PONfbl	MORPH=empty	-
Voire	voir	ADVgen	DEGRE=-	Voire
,	,	PONfbl	MORPH=empty	,
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
n'	ne1	ADVneg	MORPH=empty	n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
pas	pas	ADVneg	MORPH=empty	pas
doute	dote	NOMcom	NOMB.=s|GENRE=m|CAS=n	doute
,	,	PONfbl	MORPH=empty	,
non	non	ADVneg	MORPH=empty	non
d'	de	PRE	MORPH=empty	d
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
chose	chose	NOMcom	NOMB.=s|GENRE=f|CAS=r	chose
,	,	PONfbl	MORPH=empty	,
mes	mais1	CONcoo	MORPH=empty	mes
de	de	PRE	MORPH=empty	de
toute	tot	PROind	NOMB.=s|GENRE=f|CAS=r	toute
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
braz	braz	NOMcom	NOMB.=p|GENRE=m|CAS=r	braz
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r	chief
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r	vis
.	.	PONfrt	MORPH=empty	.
Aussi	aussi	ADVgen	DEGRE=-	Aussi
passe	passer1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	passe
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	ce
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
avis	avis	NOMcom	NOMB.=s|GENRE=m|CAS=n	avis
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
beauté	biauté	NOMcom	NOMB.=s|GENRE=f|CAS=r	beauté
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	bele
Lïenors	Lyonnes	NOMpro	NOMB.=p|GENRE=f|CAS=n	Lïenors
totes	tot	DETind	NOMB.=p|GENRE=f|CAS=r	totes
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
autres	autre	PROind	NOMB.=p|GENRE=m|CAS=r	autres
,	,	PONfbl	MORPH=empty	,
com	come1	CONsub	MORPH=empty	com
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
ors	or1	NOMcom	NOMB.=s|GENRE=m|CAS=n	ors
toz	tot	DETind	NOMB.=p|GENRE=m|CAS=r	toz
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
autres	autre	ADJind	NOMB.=p|GENRE=m|CAS=r	autres
metails	metal	NOMcom	NOMB.=p|GENRE=m|CAS=r	metails
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	dou
monde	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	monde
.	.	PONfrt	MORPH=empty	.
-	-	PONfbl	MORPH=empty	-
Ne	ne1	ADVneg	MORPH=empty	Ne
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
pas	pas	ADVneg	MORPH=empty	pas
a	a3	PRE	MORPH=empty	a
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	biau
non	nom	NOMcom	GENRE=m|CAS=r	non
honte	honte	NOMcom	NOMB.=s|GENRE=f|CAS=r	honte
,	,	PONfbl	MORPH=empty	,
a	a3	PRE	MORPH=empty	a
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que2	PROrel	NOMB.=s|GENRE=n|CAS=r	que
voi	vëoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	voi
,	,	PONfbl	MORPH=empty	,
fet	faire	VERppe	TEMPS=pst|NOMB.=s|CAS=r	fet
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
emperere	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n	emperere
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
que	que4	CONsub	MORPH=empty	que
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
diz	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	diz
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
de	de	PRE	MORPH=empty	de
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
frere	frere	NOMcom	NOMB.=s|GENRE=m|CAS=r	frere
?	?	PONfrt	MORPH=empty	?
Mout	mout	ADVgen	DEGRE=-	Mout
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
verroie	vëoir	VERcjg	MODE=con|PERS.=1|NOMB.=s	verroie
volentiers	volentiers	ADVgen	DEGRE=p	volentiers
-	-	PONfbl	MORPH=empty	-
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	Ce
rest	restre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	rest
uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n	uns
trop	trop	ADVgen	DEGRE=-	trop
biaus	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biaus
chevaliers	chevalier	NOMcom	NOMB.=s|GENRE=m|CAS=n	chevaliers
,	,	PONfbl	MORPH=empty	,
a	a3	PRE	MORPH=empty	a
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
dur	dur	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	dur
piz	piz	NOMcom	NOMB.=s|GENRE=m|CAS=r	piz
,	,	PONfbl	MORPH=empty	,
a	a3	PRE	PERS.=3|NOMB.=s	a
uns	un	DETndf	NOMB.=p|GENRE=m|CAS=r	uns
forz	fort	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	forz
bras	braz	NOMcom	NOMB.=p|GENRE=m|CAS=r	bras
,	,	PONfbl	MORPH=empty	,
a	a3	PRE	MORPH=empty	a
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
chief	chief1	NOMcom	NOMB.=s|GENRE=m|CAS=r	chief
crespe	cresp	ADJqua	NOMB.=s|GENRE=m|CAS=r	crespe
et	et	CONcoo	MORPH=empty	et
aubornaz	auborn	NOMcom	NOMB.=s|GENRE=m|CAS=r	aubornaz
,	,	PONfbl	MORPH=empty	,
a	a3	PRE	MORPH=empty	a
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	biau
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r	vis
,	,	PONfbl	MORPH=empty	,
lonc	lonc	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	lonc
et	et	CONcoo	MORPH=empty	et
tretiz	traire	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	tretiz
.	.	PONfrt	MORPH=empty	.
S'	si	ADVgen	DEGRE=-	S
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
oils	ueil	NOMcom	NOMB.=p|GENRE=m|CAS=r	oils
rianz	rire	VERppa	NOMB.=p|GENRE=m|CAS=r	rianz
et	et	CONcoo	MORPH=empty	et
hardiz	hardi	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	hardiz
et	et	CONcoo	MORPH=empty	et
par	par	PRE	MORPH=empty	par
reson	raison	NOMcom	NOMB.=s|GENRE=f|CAS=r	reson
lees	lé	ADJqua	NOMB.=p|GENRE=f|CAS=r|DEGRE=p	lees
espaulles	espaule	NOMcom	NOMB.=p|GENRE=f|CAS=r	espaulles
.	.	PONfrt	MORPH=empty	.
-	-	PONfbl	MORPH=empty	-
Tels	tel	DETind	NOMB.=s|GENRE=m|CAS=n	Tels
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=n	chevaliers
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
l'	le	DETdef	NOMB.=s|GENRE=n|CAS=r	l
en	on	PROind	NOMB.=s|GENRE=n|CAS=n	en
en	en1	PRE	MORPH=empty	en
faules	faus	NOMcom	NOMB.=p|GENRE=f|CAS=r	faules
:	:	PONfbl	MORPH=empty	:
s'	se	CONsub	MORPH=empty	s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
tels	tel	ADJind	NOMB.=s|GENRE=m|CAS=n	tels
,	,	PONfbl	MORPH=empty	,
dont	dont	PROrel	CAS=i	dont
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
faez	faire	VERppe	NOMB.=s|GENRE=m|CAS=n	faez
!	!	PONfrt	MORPH=empty	!
-	-	PONfbl	MORPH=empty	-
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	Ce
dirés	dire	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	dirés
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
quant	cant1	CONsub	MORPH=empty	quant
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
verrez	vëoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=2|NOMB.=p	verrez
.	.	PONfrt	MORPH=empty	.
Si	si	ADVgen	DEGRE=-	Si
tient	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	tient
adés	adès	ADVgen	DEGRE=-	adés
trop	trop	ADVgen	DEGRE=-	trop
riche	riche	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	riche
hostel	ostel	NOMcom	NOMB.=s|GENRE=m|CAS=r	hostel
;	;	PONfbl	MORPH=empty	;
s'	se	CONsub	MORPH=empty	s
uns	un	DETndf	NOMB.=s|GENRE=m|CAS=n	uns
bien	bien1	ADVgen	DEGRE=p	bien
hauz	haut	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	hauz
hom	ome	NOMcom	NOMB.=s|GENRE=m|CAS=n	hom
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
tenoit	tenir1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	tenoit
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
si	si	ADVgen	DEGRE=-	si
i	i2	PROadv	MORPH=empty	i
avroit	avoir	VERcjg	MODE=con|PERS.=3|NOMB.=s	avroit
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
parlement	parlement	NOMcom	NOMB.=s|GENRE=m|CAS=r	parlement
:	:	PONfbl	MORPH=empty	:
tant	tant	ADVgen	DEGRE=-	tant
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
chevaliers	chevalier	NOMcom	NOMB.=p|GENRE=m|CAS=r	chevaliers
et	et	CONcoo	MORPH=empty	et
gent	gent1	NOMcom	NOMB.=s|GENRE=m|CAS=r	gent
que	que4	CONsub	MORPH=empty	que
l'	le	DETdef	NOMB.=s|GENRE=n|CAS=n	l
en	on	PROind	NOMB.=s|GENRE=n|CAS=n	en
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
pié	pié	NOMcom	NOMB.=s|GENRE=m|CAS=r	pié
torner	torner	VERinf	MORPH=empty	torner
.	.	PONfrt	MORPH=empty	.
-	-	PONfbl	MORPH=empty	-
Or	or4	ADVgen	DEGRE=-	Or
va	aler	VERcjg	MODE=imp|TEMPS=pst|PERS.=3|NOMB.=s	va
tost	tost1	ADVgen	DEGRE=-	tost
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
fai	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=s	fai
atorner	atorner	VERinf	MORPH=empty	atorner
a	a3	PRE	MORPH=empty	a
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
ostel	ostel	NOMcom	NOMB.=s|GENRE=m|CAS=r	ostel
quanqu'	cantque	PROrel	NOMB.=s|GENRE=m|CAS=r	quanqu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
voudra	voloir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	voudra
;	;	PONfbl	MORPH=empty	;
n'	ne1	ADVneg	MORPH=empty	n
iere	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	iere
a	a3	PRE	MORPH=empty	a
aise	aise	NOMcom	NOMB.=s|GENRE=f|CAS=r	aise
trusqu'	tresque1	ADVgen.CONsub	MORPH=empty	trusqu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
vendra	venir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	vendra
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	Cil
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
vet	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vet
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
remaint	remanoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	remaint
mout	mout	ADVgen	DEGRE=-	mout
hetiez	haitier	VERppe	NOMB.=s|GENRE=m|CAS=r	hetiez
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
par	par	PRE	MORPH=empty	par
laienz	laienz	ADVgen	DEGRE=-	laienz
maint	maint	PROind	NOMB.=s|GENRE=m|CAS=r	maint
por	por2	PRE	MORPH=empty	por
feste	feste1	NOMcom	NOMB.=s|GENRE=f|CAS=r	feste
dou	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	dou
bon	bon	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	bon
bacheler	bacheler	NOMcom	NOMB.=s|GENRE=m|CAS=r	bacheler
