token	lemma	POS	morph	treated
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
duel	duel	NOMcom	NOMB.=s|GENRE=m|CAS=r	duel
feisoit	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	feisoit
An	en1	PRE	MORPH=empty	An
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
tor	tor2	NOMcom	NOMB.=s|GENRE=f|CAS=r	tor
merveilleuse	merveillos	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	merveilleuse
et	et	CONcoo	MORPH=empty	et
fort	fort	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	fort
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
ne	ne1	ADVneg	MORPH=empty	ne
queroit	querre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	queroit
el	el1	PROind	PERS.=3|NOMB.=s|GENRE=f|CAS=n	el
que	que4	CONsub	NOMB.=s|CAS=r	que
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r	mort
.	.	PONfrt	MORPH=empty	.
La	le	DETdef	NOMB.=s|GENRE=f|CAS=r	La
mort	mort	NOMcom	NOMB.=s|GENRE=f|CAS=r	mort
covoite	covoitier	VERcjg	TEMPS=pst|NOMB.=s	covoite
et	et	CONcoo	MORPH=empty	et
trop	trop	ADVgen	DEGRE=-	trop
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
diaut	doloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	diaut
,	,	PONfbl	MORPH=empty	,
Trop	trop	ADVgen	DEGRE=-	Trop
par	par2	ADVgen	MORPH=empty	par
a	a3	PRE	NOMB.=s	a
mal	mal1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mal
et	et	CONcoo	MORPH=empty	et
morir	morir	VERinf	MORPH=empty	morir
viaut	voloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	viaut
,	,	PONfbl	MORPH=empty	,
Sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	Sa
vie	vie1	NOMcom	NOMB.=s|GENRE=f|CAS=r	vie
et	et	CONcoo	MORPH=empty	et
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
despisoit	despire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	despisoit
A	a3	PRE	MORPH=empty	A
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
foiee	foiiee	NOMcom	NOMB.=s|GENRE=f|CAS=r	foiee
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
disoit	dire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	disoit
Foiblemant	foiblement	ADVgen	DEGRE=-	Foiblemant
,	,	PONfbl	MORPH=empty	,
a	a3	PRE	MORPH=empty	a
voiz	voiz	NOMcom	NOMB.=s|GENRE=f|CAS=r	voiz
basse	bas	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	basse
et	et	CONcoo	MORPH=empty	et
roe	ro	ADJqua	NOMB.=s|GENRE=f|CAS=r	roe
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Haï	häi!	INJ	MORPH=empty	Haï
!	!	PONfrt	MORPH=empty	!
Fortune	fortune	NOMcom	NOMB.=s|GENRE=f|CAS=r	Fortune
,	,	PONfbl	MORPH=empty	,
con	come1	CONsub	MORPH=empty	con
ta	ton4	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=n	ta
roe	röe	NOMcom	NOMB.=s|GENRE=f|CAS=n	roe
M'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	M
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
ore	or4	ADVgen	DEGRE=-	ore
leidemant	laidement	ADVgen	NOMB.=s|GENRE=m|DEGRE=-	leidemant
tornee	torner	VERppe	NOMB.=s|GENRE=f|CAS=n	tornee
!	!	PONfrt	MORPH=empty	!
Malemant	malement	ADVgen	DEGRE=p	Malemant
la	il	PROper	GENRE=f|CAS=r|DEGRE=-	la
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=f|CAS=r	m
as	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s	as
bestornee	bestorner	VERppe	NOMB.=s|GENRE=f|CAS=r	bestornee
,	,	PONfbl	MORPH=empty	,
Car	car	CONcoo	MORPH=empty	Car
g'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	g
iere	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=1|NOMB.=s	iere
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	el
mont	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
,	,	PONfbl	MORPH=empty	,
or	or4	ADVgen	DEGRE=-	or
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
el	en1+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	el
val	val1	NOMcom	NOMB.=s|GENRE=m|CAS=r	val
,	,	PONfbl	MORPH=empty	,
Or	or4	ADVgen	DEGRE=-	Or
avoie	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s	avoie
bien	bien1	ADVgen	DEGRE=p	bien
,	,	PONfbl	MORPH=empty	,
or	or4	ADVgen	MORPH=empty	or
ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	ai
mal	mal1	ADVgen	NOMB.=s|GENRE=m|DEGRE=p	mal
,	,	PONfbl	MORPH=empty	,
Or	or4	ADVgen	DEGRE=-	Or
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
plores	plorer	VERcjg	MODE=ind|PERS.=2|NOMB.=p	plores
,	,	PONfbl	MORPH=empty	,
or	or4	ADVgen	DEGRE=-	or
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
rioies	rire	VERcjg	MODE=ind|PERS.=2|NOMB.=p	rioies
.	.	PONfrt	MORPH=empty	.
Las	las	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	Las
,	,	PONfbl	MORPH=empty	,
cheitis	chaitif	ADJqua	NOMB.=p|GENRE=m|CAS=n	cheitis
,	,	PONfbl	MORPH=empty	,
por	por2	PRE	MORPH=empty	por
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	coi
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
feisoies	faire	VERcjg	MODE=ind|TEMPS=ipf|PERS.=2|NOMB.=s	feisoies
Qant	cant1	CONsub	MORPH=empty	Qant
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
si	si	ADVgen	DEGRE=-	si
tost	tost1	ADVgen	DEGRE=p	tost
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	t
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3	a
lessié	laissier	VERppe	NOMB.=s|GENRE=m|CAS=r	lessié
!	!	PONfrt	MORPH=empty	!
An	en1	PRE	MORPH=empty	An
po	poi	PROind	DEGRE=-	po
d'	de	PRE	MORPH=empty	d
ore	or4	NOMcom	NOMB.=s|GENRE=f|CAS=r|DEGRE=-	ore
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
abessié	abaissier	VERppe	NOMB.=s|GENRE=m|CAS=r	abessié
Voiremant	voirement	ADVgen	DEGRE=-	Voiremant
de	de	PRE	MORPH=empty	de
si	si	ADVgen	DEGRE=-	si
haut	haut	ADJqua	NOMB.=s|GENRE=m|DEGRE=p	haut
si	si	ADVgen	DEGRE=-	si
bas	bas	ADJqua	GENRE=m|CAS=r|DEGRE=p	bas
.	.	PONfrt	MORPH=empty	.
Fortune	fortune	NOMcom	NOMB.=s|GENRE=f|CAS=r	Fortune
,	,	PONfbl	MORPH=empty	,
quant	cant1	CONsub	MORPH=empty	quant
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=n	tu
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
gabas	gaber	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	gabas
,	,	PONfbl	MORPH=empty	,
Mout	mout	ADVgen	DEGRE=-	Mout
feïs	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s	feïs
mal	mal1	NOMcom	NOMB.=s|GENRE=m|DEGRE=p	mal
;	;	PONfbl	MORPH=empty	;
mes	mais1	ADVgen	MORPH=empty	mes
toi	tu	PROper	PERS.=2|NOMB.=s|GENRE=m|CAS=r	toi
que	que3	PROrel	CAS=r	que
chaut	chaloir	VERcjg	MODE=ind|NOMB.=s|GENRE=m	chaut
?	?	PONfrt	MORPH=empty	?
A	a3	PRE	MORPH=empty	A
neant	nïent	PROind	NOMB.=s|GENRE=n|CAS=r|DEGRE=-	neant
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
comant	coment1	ADVsub	NOMB.=s|GENRE=m|CAS=n	comant
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
aut	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aut
.	.	PONfrt	MORPH=empty	.
Ha	ha	INJ	MORPH=empty	Ha
!	!	PONfrt	MORPH=empty	!
sainte	saint	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	sainte
Croiz	croire	NOMcom	NOMB.=s|GENRE=f|CAS=r	Croiz
,	,	PONfbl	MORPH=empty	,
Sainz	saint	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	Sainz
Esperiz	esperit	NOMcom	NOMB.=s|GENRE=m|CAS=n	Esperiz
,	,	PONfbl	MORPH=empty	,
Con	come1	ADVint	MORPH=empty	Con
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
perduz	perdre	VERppe	NOMB.=s|GENRE=m|CAS=n	perduz
,	,	PONfbl	MORPH=empty	,
con	come1	CONsub	MORPH=empty	con
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
periz	perir	VERppe	NOMB.=s|GENRE=m|CAS=n	periz
!	!	PONfrt	MORPH=empty	!
Ha	ha	INJ	MORPH=empty	Ha
!	!	PONfrt	MORPH=empty	!
Gauvain	Gauvain	NOMpro	NOMB.=s|GENRE=m|CAS=n	Gauvain
,	,	PONfbl	MORPH=empty	,
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
tant	tant	ADVgen	DEGRE=-	tant
valez	valoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	valez
,	,	PONfbl	MORPH=empty	,
Con	come1	CONsub	MORPH=empty	Con
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
tot	tot	PROind	NOMB.=s|GENRE=m|CAS=r	tot
an	en1	PRE	MORPH=empty	an
tot	tot	PROind	MORPH=empty	tot
alez	aler	VERppe	MODE=imp|PERS.=2|NOMB.=s|GENRE=m|CAS=n	alez
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	Qui
de	de	PRE	MORPH=empty	de
bontez	bonté	NOMcom	NOMB.=s|GENRE=f|CAS=r	bontez
n'	ne1	ADVneg	MORPH=empty	n
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	avez
paroil	pareil	NOMcom	NOMB.=s|GENRE=m|CAS=r	paroil
,	,	PONfbl	MORPH=empty	,
Certes	certes	ADVgen	DEGRE=-	Certes
,	,	PONfbl	MORPH=empty	,
duremant	durement	ADVgen	DEGRE=p	duremant
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
mervoil	merveillier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	mervoil
Por	por2	PRE	MORPH=empty	Por
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	coi
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
ne	ne1	ADVneg	MORPH=empty	ne
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	me
secorez	secorre1	VERcjg	MODE=ind|PERS.=2|NOMB.=p	secorez
!	!	PONfrt	MORPH=empty	!
Certes	certes	ADVgen	DEGRE=-	Certes
,	,	PONfbl	MORPH=empty	,
trop	trop	ADVgen	DEGRE=-	trop
i	i2	PROadv	MORPH=empty	i
par	par2	VERcjg	MORPH=empty	par
demorez	demorer	VERppe	MODE=ind|PERS.=2|NOMB.=p|GENRE=m	demorez
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
ne	ne1	ADVneg	MORPH=empty	ne
feites	faire	VERcjg	MODE=imp|PERS.=2|NOMB.=p	feites
pas	pas	ADVneg	MORPH=empty	pas
corteisie	cortoisie	NOMcom	NOMB.=s|GENRE=f|CAS=r	corteisie
;	;	PONfbl	MORPH=empty	;
Bien	bien1	ADVgen	DEGRE=p	Bien
deüst	devoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	deüst
avoir	avoir	VERinf	MORPH=empty	avoir
vostre	vostre	DETpos	PERS.=2|NOMB.=s|GENRE=f|CAS=r	vostre
aïe	äie	NOMcom	NOMB.=s|GENRE=f|CAS=r	aïe
Cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	Cil
cui	cui	PROrel	NOMB.=s|GENRE=m|CAS=r	cui
tant	tant	ADVgen	DEGRE=-	tant
soliez	soloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=2|NOMB.=p	soliez
amer	amer1	VERinf	MORPH=empty	amer
.	.	PONfrt	MORPH=empty	.
Certes	certes	ADVgen	DEGRE=-	Certes
deça	deça	ADVgen	DEGRE=-	deça
ne	ne2	CONcoo	MORPH=empty	ne
dela	dela	PRE	PERS.=3	dela
mer	mer	NOMcom	NOMB.=s|GENRE=f|CAS=r	mer
,	,	PONfbl	MORPH=empty	,
Ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	Ce
puis	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	puis
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
bien	bien1	ADVgen	DEGRE=p	bien
dire	dire	VERinf	MORPH=empty	dire
sanz	sans	PRE	MORPH=empty	sanz
faille	faille3	NOMcom	NOMB.=s|GENRE=f|CAS=r	faille
,	,	PONfbl	MORPH=empty	,
N'	ne1	ADVneg	MORPH=empty	N
eüst	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	eüst
destor	destor	NOMcom	NOMB.=s|GENRE=m|CAS=r	destor
ne	ne2	CONcoo	MORPH=empty	ne
repostaille	repostaille	NOMcom	NOMB.=s|GENRE=f|CAS=r	repostaille
Ou	o3	PROrel	MORPH=empty	Ou
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
eüsse	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=s	eüsse
quis	querre	VERppe	NOMB.=p|GENRE=m|CAS=r	quis
A	a3	PRE	MORPH=empty	A
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
le	le	DETdef	NOMB.=s|GENRE=n|CAS=r	le
moins	moins	ADVgen	DEGRE=c	moins
.	.	PONfrt	MORPH=empty	.
vii	7	ADJcar	NOMB.=p|GENRE=m|CAS=n	vii
.	.	PONfrt	MORPH=empty	.
anz	an	NOMcom	NOMB.=p|GENRE=m|CAS=r	anz
ou	o3	CONcoo	MORPH=empty	ou
dis	dire	PROcar	NOMB.=p|CAS=r	dis
,	,	PONfbl	MORPH=empty	,
Se	se	CONsub	MORPH=empty	Se
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
an	en1	PRE	MORPH=empty	an
prison	prison	NOMcom	PERS.=1|NOMB.=s|GENRE=f|CAS=r	prison
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
seüsse	savoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=s	seüsse
Einz	ainz	ADVgen	DEGRE=-	Einz
que	que4	CONsub	MORPH=empty	que
trové	trover	VERppe	NOMB.=s|GENRE=m|CAS=n	trové
ne	ne1	ADVneg	MORPH=empty	ne
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
eüsse	avoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=s	eüsse
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
de	de	PRE	MORPH=empty	de
coi	coi2	PROrel	NOMB.=s|GENRE=n|CAS=r	coi
me	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	me
vois	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	vois
debatant	debatre	VERppa	MORPH=empty	debatant
?	?	PONfrt	MORPH=empty	?
Il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n	Il
ne	ne1	ADVneg	MORPH=empty	ne
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
an	en2	PROadv	MORPH=empty	an
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
mie	mie	ADVneg	MORPH=empty	mie
a	a3	PRE	MORPH=empty	a
tant	tant	ADVgen	DEGRE=-	tant
Qu'	que4	CONsub	MORPH=empty	Qu
antrer	entrer	VERinf	MORPH=empty	antrer
an	en2	PROadv	MORPH=empty	an
vuilliez	voloir	VERcjg	MODE=sub|PERS.=2|NOMB.=p	vuilliez
an	en1	PRE	MORPH=empty	an
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
poinne	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r	poinne
.	.	PONfrt	MORPH=empty	.
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	Li
vilains	vilain	NOMcom	NOMB.=s|GENRE=m|CAS=n	vilains
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	dit
bien	bien1	ADVgen	DEGRE=p	bien
voir	voir	ADVgen	NOMB.=s|DEGRE=p	voir
qu'	que4	CONsub	MORPH=empty	qu
a	a3	PRE	MORPH=empty	a
poinne	peine	NOMcom	NOMB.=s|GENRE=f|CAS=r	poinne
Puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Puet
an	on	PROind	MORPH=empty	an
mes	mais1	DETpos	NOMB.=p|GENRE=m|CAS=r	mes
.	.	PONfrt	MORPH=empty	.
i	i2	PROadv	MORPH=empty	i
.	.	PONfrt	MORPH=empty	.
ami	ami	NOMcom	NOMB.=p|GENRE=m|CAS=r	ami
trover	trover	VERinf	MORPH=empty	trover
;	;	PONfbl	MORPH=empty	;
De	de	PRE	MORPH=empty	De
legier	legier2	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	legier
puet	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	puet
an	on	PROind	NOMB.=s	an
esprover	esprover	VERinf	MORPH=empty	esprover
Au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	Au
besoing	besoing	NOMcom	NOMB.=s|GENRE=m|CAS=r	besoing
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
boens	bon	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	boens
amis	ami	NOMcom	NOMB.=s|GENRE=m|CAS=n	amis
.	.	PONfrt	MORPH=empty	.
Las	las	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	Las
!	!	PONfrt	MORPH=empty	!
Plus	plus	ADVgen	DEGRE=c	Plus
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
d'	de	PRE	MORPH=empty	d
un	un	DETcar	NOMB.=s|GENRE=m|CAS=r	un
an	an	NOMcom	NOMB.=s|GENRE=m|CAS=r	an
qu'	que4	PROrel	NOMB.=s|CAS=r	qu
an	on	PROind	NOMB.=s|CAS=n	an
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mis	metre2	VERppe	NOMB.=s|GENRE=m|CAS=r	mis
Ci	ci	ADVgen	DEGRE=-	Ci
an	en1	PRE	MORPH=empty	an
ceste	cest	DETdem	NOMB.=s|GENRE=f|CAS=r	ceste
tor	tor2	NOMcom	NOMB.=s|GENRE=f|CAS=r	tor
an	en1	PRE	MORPH=empty	an
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
.	.	PONfrt	MORPH=empty	.
Gauvain	Gauvain	NOMpro	NOMB.=s|GENRE=m|CAS=n	Gauvain
,	,	PONfbl	MORPH=empty	,
jel	je+il	PROper.PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	jel
tieng	tenir1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	tieng
a	a3	PRE	MORPH=empty	a
mesprison	mesprison	NOMcom	NOMB.=s|GENRE=f|CAS=r	mesprison
,	,	PONfbl	MORPH=empty	,
Certes	certes	ADVgen	DEGRE=-	Certes
quant	cant1	CONsub	MORPH=empty	quant
lessié	laissier	VERppe	NOMB.=s|GENRE=m|CAS=r	lessié
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
i	i2	PROadv	MORPH=empty	i
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	avez
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
espoir	espoir2	ADVgen	MORPH=empty	espoir
,	,	PONfbl	MORPH=empty	,
quant	cant1	CONsub	MORPH=empty	quant
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	nel
savez	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	savez
,	,	PONfbl	MORPH=empty	,
Espoir	espoir2	ADVgen	DEGRE=-	Espoir
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
blasme	blasmer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	blasme
a	a3	PRE	MORPH=empty	a
tort	tort2	NOMcom	NOMB.=s|GENRE=m|CAS=r	tort
.	.	PONfrt	MORPH=empty	.
Certes	certes	ADVgen	DEGRE=-	Certes
voirs	voir	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	voirs
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
,	,	PONfbl	MORPH=empty	,
bien	bien1	ADVgen	DEGRE=p	bien
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
an	en2	PROadv	MORPH=empty	an
recort	recorder	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	recort
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
oltrage	outrage	NOMcom	NOMB.=s|GENRE=m|CAS=r	oltrage
et	et	CONcoo	MORPH=empty	et
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
mal	mal1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mal
fis	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	fis
Qant	cant1	CONsub	MORPH=empty	Qant
jel	je+il	PROper.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	jel
cuidai	cuidier1	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	cuidai
,	,	PONfbl	MORPH=empty	,
car	car	CONcoo	MORPH=empty	car
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
fis	fi2	ADJqua	NOMB.=s|GENRE=m|CAS=n	fis
Que	que4	CONsub	MORPH=empty	Que
por	por2	PRE	MORPH=empty	por
quanque	cantque	PROrel	NOMB.=s|GENRE=n|CAS=r	quanque
cuevrent	covrir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	cuevrent
les	le	DETdef	NOMB.=p|GENRE=f|CAS=n	les
nues	nüe	ADJqua	NOMB.=p|GENRE=f|CAS=n	nues
Ne	ne1	ADVneg	MORPH=empty	Ne
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
que	que4	CONsub	MORPH=empty	que
n'	ne1	ADVneg	MORPH=empty	n
i	i2	PROadv	MORPH=empty	i
fussent	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=p	fussent
venues	venir	VERppe	NOMB.=p|GENRE=f|CAS=n	venues
Voz	vostre	DETpos	PERS.=2|NOMB.=p|GENRE=f|CAS=n	Voz
genz	gent1	NOMcom	NOMB.=p|GENRE=f|CAS=n	genz
et	et	CONcoo	MORPH=empty	et
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
por	por2	PRE	MORPH=empty	por
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	moi
fors	fors1	ADVgen	DEGRE=-	fors
traire	traire	VERinf	MORPH=empty	traire
De	de	PRE	MORPH=empty	De
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
mal	mal1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mal
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
cest	cest	DETdem	NOMB.=s|GENRE=m|CAS=r	cest
contraire	contraire1	NOMcom	NOMB.=s|GENRE=m|CAS=r	contraire
Se	se	CONsub	MORPH=empty	Se
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=n	vos
de	de	PRE	MORPH=empty	de
voir	voir	ADJqua	DEGRE=-	voir
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
seüssiez	savoir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p	seüssiez
;	;	PONfbl	MORPH=empty	;
Et	et	CONcoo	MORPH=empty	Et
feire	faire	VERinf	MORPH=empty	feire
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
redeüssiez	redevoir1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=2|NOMB.=p	redeüssiez
Par	par	PRE	MORPH=empty	Par
